DIRECTORIO	SECUENCIA_ENCUESTA	SECUENCIA_P	NRO_ENCUESTA	ORDEN	P5000	P5010	P5016	P5016S5	P5016S6	P5016S2	P5016S3	P5016S4	P5666	P8526	P5022	P5024	P5030	P5041	P5046	P5046S1	P5046S1A1	P5046S1A2	P5046S1A3	P5046S1A4	P5046S1A5	P5046S1A6	P5046S1A7	P5012	P5012S1	P5012S2	P5012S3	P5012S4	P5012S5	P5012S6	P5012S7	P8530	P5047	P5069	P764	P8534	P8536	P1698	P1698S1	P5305	CANT_PERSONAS_HOGAR	I_HOGAR	I_UGASTO	PERCAPITA	I_OU	LLAVEHOG	FEX_C
5000175	1	1	591	1	2	2				1	1		1	1	1	1	1	6	2										1	1	2	1	2	2	2	10		6	3		2	2		2	4	200000	200000	50000	0	50001751	682.99360835333
5000176	1	1	591	1	2	1			1	1	1		1	1	1	1	1	1	2										1	1	1	2	2	2	2	1	2	2	1		2	2		2	3	1500000	1500000	500000	0	50001761	829.572333382044
5000177	1	1	591	1	3	2						1	1	1	1	2	1	1	2										1	1	2	2	2	2	2	1	2	2	3		2	2		2	4	3084051.33333333	3084051.33333333	771012.833333333	0	50001771	791.31118763196
5000178	1	1	591	1	5	1			1	1	1		1	1	1	2	1	1	2										1	1	1	2	2	2	2	1	2	1	1		2	2		2	1	1100000	1100000	1100000	0	50001781	702.686535852624
5000179	1	1	591	1	4	3				1	1		1	1	1	2	1	1	2										1	2	2	1	1	1	2	1	2	6	3		2	2		2	3	4497666.66666667	4497666.66666667	1499222.22222222	0	50001791	674.01726406463
5000180	1	1	591	1	5	2				1	1		1	1	1	2	1	1	2										1	1	1	1	2	1	1	1	2	1	1		2	2		2	4	1150000	1150000	287500	0	50001801	760.984391720266
5000181	1	1	591	1	4	2		1	1	1	1		1	1	1	1	1	1	2										1	1	2	1	1	2	2	1	2	3	3		2	2		2	3	187000	187000	62333.3333333333	0	50001811	596.026480697694
5000182	1	1	591	1	4	1				1	1		1	1	1	2	1	1	2										1	2	2	2	2	2	2	10		6	3		2	2		2	4	1388333.33333333	1388333.33333333	347083.333333333	0	50001821	760.676626883571
5000183	1	1	591	1	2	1		1		1	1		1	1	1	1	1	3	2										1	1	2	1	2	2	2	1	2	1	1		2	2		2	6	1200000	1200000	200000	0	50001831	764.813648626481
5000184	1	1	591	1	4	3		1		1	1		1	2	1	2	1	1	1		1	1	1	1		1			1	1	2	1	2	1	1	1	2	1	1		2	2		2	5	2757083.33333333	2757083.33333333	551416.666666667	0	50001841	878.278315287596
5000185	1	1	591	1	3	2					1		2	2	1	1	1	1	2										1	1	2	1	1	2	2	1	2	2	1		4	1	7	2	5	300000	300000	60000	0	50001851	878.278315287596
5000186	1	1	591	1	2	1					1		1	2	1	1	1	4	2										2	1	2	2	2	2	2	1	2	1	3		2	1	6	2	10	1067500	1067500	106750	0	50001861	1236.35422954562
5000188	1	1	591	1	3	2				1	1		1	1	1	1	1	1	2										1	1	2	1	1	2	2	10		6	3		2	1	7	1	4	1417833.33333333	1417833.33333333	354458.333333333	0	50001881	683.301373190026
5000189	1	1	591	1	4	2			1	1	1		1	1	1	1	1	1	2										1	1	2	1	2	1	2	1	2	6	1		2	2		2	4	13175000	13175000	3293750	0	50001891	713.628169101719
5000190	1	1	591	1	1	1				1	1		2	1	1	1	1	1	2										1	1	2	1	2	2	2	1	2	6	5	1				2	1	1200000	1200000	1200000	0	50001901	702.686535852624
5000191	1	1	591	1	1	1						1	2	2	1	1	1	1	2										1	1	2	1	1	2	2	10		6	1		4	2		2	2	2469166.66666667	2469166.66666667	1234583.33333333	0	50001911	34.2595094200724
5000192	1	1	591	1	4	2						1	2	2	1	2	1	1	2										1	1	2	1	1	1	2	10		6	1		4	2		1	3	1020000	1020000	340000	0	50001921	32.1220066634006
5000193	1	1	591	1	4	2						1	2	2	1	1	1	1	2										1	2	2	1	2	2	2	1	2	6	1		4	2		1	3	3091666.66666667	3091666.66666667	1030555.55555556	0	50001931	29.2138837522614
5000194	1	1	591	1	2	1						1	2	2	1	1	1	1	2										1	1	1	1	1	1	2	5		6	1		4	2		1	2	2141666.66666667	2141666.66666667	1070833.33333333	0	50001941	25.9036531521308
5000195	1	1	591	1	4	2						1	2	2	1	2	1	1	1		1	1	1	1		1			1	1	1	2	1	2	2	10		6	1		4	2		1	2	21000000	21000000	10500000	0	50001951	28.7016993826592
5000196	1	1	591	1	5	1						1	2	2	1	2	1	1	2										1	2	2	2	2	2	2	2	2	6	1		4	2		2	1	2608333.33333333	2608333.33333333	2608333.33333333	0	50001961	32.7788382297128
5000199	1	1	591	1	4	2						1	2	2	1	1	1	1	2										2	2	2	2	2	2	2	2	2	6	1		4	2		1	5	1474000	1474000	294800	0	50001991	41.4965917225506
5000200	1	1	591	1	2	2				1	1		2	2	1	1	1	1	2										1	2	2	2	2	1	2	10		6	1		4	2		2	3	593333.333333333	593333.333333333	197777.777777778	0	50002001	34.1691721507231
5000201	1	1	591	1	3	2		1					1	1	1	1	1	1	2										1	1	1	1	2	2	1	1	1	1	1		2	2		2	2	708333.333333333	708333.333333333	354166.666666667	0	50002011	1159.05542615711
5000202	1	1	591	1	3	1						1	1	1	1	1	1	1	1				1	1					1	1	1	1	2	1	2	1	1	2	1		2	2		2	2	3038333.33333333	3038333.33333333	1519166.66666667	0	50002021	1313.15036794487
5000203	1	1	591	1	4	2						1	1	1	1	2	1	1	1		1	1	1	1		1			1	1	1	1	1	2	1	1	1	1	1		2	2		1	3	1145000	1145000	381666.666666667	0	50002031	1516.41322710942
5000205	1	1	591	1	3	1			1	1	1		1	1	1	1	1	1	1			1		1					1	1	1	1	1	1	1	1	1	2	1		2	2		1	2	1125000	1125000	562500	0	50002051	1301.13830230774
5000206	1	1	591	1	3	2			1				1	1	1	1	1	1	1		1	1	1	1					1	1	1	1	2	1	2	1	1	1	1		2	2		1	5	2069166.66666667	2069166.66666667	413833.333333333	0	50002061	1728.74226387022
5000207	1	1	591	1	3	2						1	1	1	1	1	1	1	1				1	1		1			1	1	1	1	2	2	1	1	1	2	1		2	2		1	2	2213333.33333333	2213333.33333333	1106666.66666667	0	50002071	1159.05542615711
5000208	1	1	591	1	5	3						1	1	1	1	1	1	6	2										2	1	1	2	2	1	2	1	2	2	1		2	2		1	4	3453666.66666667	3453666.66666667	863416.666666667	0	50002081	1371.38446291791
5000209	1	1	591	1	3	1						1	2	1	1	1	1	1	1		1	1	1	1	1	1			1	1	1	1	2	1	2	1	1	2	1		1	2		2	1	2000000	2000000	2000000	0	50002091	1243.62047708904
5000210	1	1	591	1	8	3						1	1	1	1	3	1	1	1				1	1					1	1	1	2	2	2	2	1	1	2	1		2	2		1	4	6780000	6780000	1695000	0	50002101	1143.28682560882
5000211	1	1	591	1	3	3			1				1	1	1	3	1	1	1		1	1	1	1					1	1	2	1	2	1	2	1	1	1	1		2	2		2	5	1858333.33333333	1858333.33333333	371666.666666667	0	50002111	1574.64732208246
5000214	1	1	591	1	7	2						1	1	1	1	3	1	1	1				1						1	1	2	1	1	1	1	1	1	2	1		2	2		1	4	865000	865000	216250	0	50002141	1817.49407751887
5000215	1	1	591	1	3	2			1	1	1		1	1	1	1	1	1	1		1	1							1	1	1	1	2	1	1	1	1	2	1		2	2		2	2	1075000	1075000	537500	0	50002151	1634.87923378213
5000216	1	1	591	1	3	1						1	1	1	1	1	1	1	1				1	1					1	1	1	1	2	2	2	1	2	4	1		2	2		1	1	1100000	1100000	1100000	0	50002161	1243.62047708904
5000217	1	1	591	1	3	3						1	2	1	1	1	1	1	1		1	1	1	1	1	1			1	1	1	1	1	1	2	1	1	1	1		4	2		1	3	2052500	2052500	684166.666666667	0	50002171	1300.35878027451
5000218	1	1	591	1	2	1				1	1		1	1	1	1	1	1	1			1	1	1					1	1	1	1	2	1	2	1	1	6	1		2	2		1	2	2840833.33333333	2840833.33333333	1420416.66666667	0	50002181	1313.15036794487
5000219	1	1	591	1	2	1			1				1	1	1	1	1	1	1			1	1	1					1	1	1	1	1	1	2	1	1	2	1		2	2		1	1	450000	450000	450000	0	50002191	1243.62047708904
5000220	1	1	591	1	9	2						1	1	1	1	2	1	1	2										1	1	2	2	2	1	2	1	1	2	1		2	2		1	2	4273333.33333333	4273333.33333333	2136666.66666667	0	50002201	1274.54441995189
5000221	1	1	591	1	4	1			1				1	1	1	1	1	1	1		1		1						1	1	2	1	2	1	1	1	1	6	1		1	2		1	2	1752666.66666667	1752666.66666667	876333.333333333	0	50002211	1159.05542615711
5000222	1	1	591	1	3	2						1	1	1	1	1	1	1	1			1	1	1	1				1	1	1	1	1	1	1	1	1	2	1		2	2		1	4	2450000	2450000	612500	0	50002221	1817.49407751887
5000223	1	1	591	1	3	2			1				1	1	1	1	1	1	1			1	1	1					1	1	1	1	1	2	2	1	1	2	1		2	2		2	3	1336666.66666667	1336666.66666667	445555.555555556	0	50002231	1332.06224517059
5000224	1	1	591	1	3	1				1	1		1	1	1	2	1	1	1		1								1	1	1	1	1	1	1	1	1	1	1		2	2		1	1	600000	600000	600000	0	50002241	1243.62047708904
5000225	1	1	591	1	4	3			1	1	1		1	1	1	1	1	1	2										1	1	1	2	2	2	1	1	1	1	1		2	2		1	4	2300000	2300000	575000	0	50002251	1066.80837009505
5000226	1	1	591	1	3	2			1				1	1	1	1	1	1	1					1					1	1	1	1	2	2	1	1	1	4	1		2	2		1	4	3378333.33333333	3378333.33333333	844583.333333333	0	50002261	1225.63942897206
5000227	1	1	591	1	5	1			1				1	1	1	3	1	1	2										1	1	1	2	2	1	2	1	1	2	1		2	2		2	2	1730000	1730000	865000	0	50002271	1301.13830230774
5000229	1	1	591	1	5	3						1	1	1	1	1	1	1	1		1		1						1	1	2	1	2	1	1	2	1	4	1		2	2		1	5	5598333.33333333	5598333.33333333	1119666.66666667	0	50002291	1699.02807084616
5000230	1	1	591	1	2	1						1	1	1	1	1	1	1	1					1					1	1	1	2	2	2	2	1	1	1	1		2	2		2	2	1289010.75	1289010.75	644505.375	0	50002301	1308.44537569267
5000231	1	1	591	1	3	1					1		1	1	1	1	1	1	2										1	1	1	1	2	1	2	1	1	1	1		2	2		2	3	5794666.66666667	5794666.66666667	1931555.55555556	0	50002311	1516.41322710942
5000232	1	1	591	1	2	2						1	1	1	1	1	1	1	2										1	1	2	1	2	2	1	1	1	1	1		2	2		2	6	2488666.66666667	2488666.66666667	414777.777777778	0	50002321	1703.3892561902
5000233	1	1	591	1	3	2						1	1	1	1	2	1	1	1			1							1	1	1	2	2	1	1	1	1	1	1		2	2		1	2	2206666.66666667	2206666.66666667	1103333.33333333	0	50002331	1159.05542615711
5000234	1	1	591	1	2	1						1	1	1	1	1	1	1	1		1		1						1	1	2	1	2	1	1	1	1	1	3		2	2		2	2	1048666.66666667	1048666.66666667	524333.333333333	0	50002341	1159.05542615711
5000235	1	1	591	1	4	3				1	1		1	1	1	1	1	1	2										2	1	2	1	2	2	2	1	1	2	3		2	2		1	6	2517816.66666667	2517816.66666667	419636.111111111	0	50002351	1411.374583377
5000236	1	1	591	1	4	2			1				1	1	1	1	1	1	1		1	1	1	1					1	1	1	2	2	1	2	1	1	2	1		2	2		1	3	7682000	7682000	2560666.66666667	0	50002361	1216.57325137581
5000237	1	1	591	1	3	2						1	1	1	1	1	1	1	1					1					1	1	1	1	1	1	1	1	1	2	1		2	2		1	3	913333.333333333	913333.333333333	304444.444444444	0	50002371	963.377523498443
5000238	1	1	591	1	5	2						1	1	1	1	2	1	1	1			1	1	1					2	2	1	1	1	1	2	1	1	2	1		2	2		1	3	1650000	1650000	550000	0	50002381	1144.06634764206
5000240	1	1	591	1	3	1				1	1		1	1	1	1	1	1	1		1	1	1	1					1	1	1	2	2	1	1	1	1	2	1		2	2		1	2	2357700	2357700	1178850	0	50002401	1308.44537569267
5000241	1	1	591	1	3	2						1	1	1	1	1	1	1	1		1	1		1		1			1	1	2	1	1	1	1	1	1	2	1		2	2		1	3	440000	440000	146666.666666667	0	50002411	1216.57325137581
5000242	1	1	591	1	2	1				1	1		1	1	1	1	1	1	2										1	1	2	1	1	2	1	1	1	1	1		2	2		2	2	1705000	1705000	852500	0	50002421	1286.58761042606
5000243	1	1	591	1	2	2			1		1		1	1	1	1	1	1	1		1		1	1					1	2	2	1	2	1	2	1	1	1	1		2	2		2	4	662000	662000	165500	0	50002431	1044.95060482844
5000246	1	1	591	1	4	2		1					1	1	1	1	1	1	1			1	1	1					1	1	1	1	1	1	2	1	1	4	1		2	2		1	3	5413333.33333333	5413333.33333333	1804444.44444444	0	50002461	1189.97936901996
5000248	1	1	591	1	4	3			1				1	1	1	2	1	1	1				1	1					1	1	1	1	2	2	1	1	1	2	1		2	2		1	3	3928971.5	3928971.5	1309657.16666667	0	50002481	1006.68846374362
5000249	1	1	591	1	1	1						1	1	1	1	1	1	1	1		1		1	1					1	1	1	1	1	2	2	1	2	1	1		2	2		2	4	498333.333333333	498333.333333333	124583.333333333	0	50002491	1727.31617123524
5000250	1	1	591	1	3	1						1	1	1	1	1	1	1	1			1	1	1					1	1	1	1	1	1	2	1	1	6	1		2	2		1	2	2133333.33333333	2133333.33333333	1066666.66666667	0	50002501	1301.13830230774
5000251	1	1	591	1	3	1						1	1	1	1	1	1	1	1			1	1	1					1	1	1	1	1	2	2	1	1	2	1		2	2		2	1	1500000	1500000	1500000	0	50002511	1243.62047708904
5000252	1	1	591	1	5	2						1	1	1	1	1	1	1	1		1		1	1					1	1	1	1	2	1	1	1	1	2	1		2	2		1	2	6986666.66666667	6986666.66666667	3493333.33333333	0	50002521	1462.54031748043
5000253	1	1	591	1	4	2						1	2	1	1	1	1	1	1				1	1					1	1	1	1	1	2	2	1	1	2	1		4	2		2	2	1466666.66666667	1466666.66666667	733333.333333333	0	50002531	1286.58761042606
5000254	1	1	591	1	3	2			1				1	1	1	1	1	1	1				1	1					1	1	2	1	2	2	2	1	1	1	1		2	2		1	2	1100000	1100000	550000	0	50002541	1301.13830230774
5000256	1	1	591	1	1	1						1	1	1	1	1	1	1	1		1		1	1					1	1	1	1	2	1	1	1	1	1	1		2	2		1	3	652500	652500	217500	0	50002561	1477.80727911644
5000257	1	1	591	1	4	3		1					1	1	1	1	1	1	1		1		1	1					1	1	1	1	1	1	1	1	1	2	1		2	2		1	7	2034166.66666667	2034166.66666667	290595.238095238	0	50002571	1580.73648680077
5000258	1	1	591	1	3	2						1	1	1	1	1	1	1	1		1		1	1	1		1		1	1	1	1	2	2	2	1	2	1	1		2	2		1	2	2252500	2252500	1126250	0	50002581	1583.30727549147
5000259	1	1	591	1	5	5						1	1	1	1	2	1	1	2										1	1	2	1	2	1	1	1	1	6	1		2	2		1	8	8552936.66666667	8552936.66666667	1069117.08333333	0	50002591	1407.68091471794
5000261	1	1	591	1	4	1						1	1	1	1	2	1	1	2										1	1	2	2	2	2	2	1	1	2	1		2	2		2	1	3000000	3000000	3000000	0	50002611	1431.61637461758
5000262	1	1	591	1	3	2					1		1	1	1	1	1	1	1		1	1	1	1					1	1	1	1	2	1	1	1	1	1	1		2	2		1	6	3882166.66666667	3882166.66666667	647027.777777778	0	50002621	1376.95539810074
5000265	1	1	591	1	3	2				1	1		1	1	1	1	1	1	2										1	1	1	2	2	2	2	1	1	1	1		2	2		1	2	1139454	1139454	569727	0	50002651	1291.29260267827
5000267	1	1	591	1	4	3						1	1	1	1	1	1	1	2										1	1	1	1	2	1	2	1	1	2	1		2	2		1	4	4946666.66666667	4946666.66666667	1236666.66666667	0	50002671	1098.1072447031
5000269	1	1	591	1	4	2						1	1	1	1	1	1	1	1		1		1	1					1	1	2	2	2	2	2	1	1	2	1		2	2		2	3	870000	870000	290000	0	50002691	1614.23121835432
5000270	1	1	591	1	1	1						1	2	1	1	1	1	1	2										1	1	1	2	2	1	2	1	1	1	1		4	2		2	1	858033.333333333	858033.333333333	858033.333333333	0	50002701	1431.61637461758
5000271	1	1	591	1	4	3						1	1	2	1	1	1	1	1		1		1						1	1	1	1	2	1	1	1	2	2	3		2	2		1	4	2180166.66666667	2180166.66666667	545041.666666667	0	50002711	1915.31206876377
5000272	1	1	591	1	4	2						1	1	1	1	2	1	1	1		1	1	1	1	1	1	1		1	1	1	1	2	1	1	1	1	2	1		2	2		2	2	1487500	1487500	743750	0	50002721	1159.05542615711
5000273	1	1	591	1	3	2						1	2	1	1	1	1	1	2										1	1	1	1	2	1	1	1	1	1	1		4	2		1	3	3530033.33333333	3530033.33333333	1176677.77777778	0	50002731	1348.81042789697
5000274	1	1	591	1	4	1						1	1	1	1	1	1	1	1		1		1	1		1			1	1	1	2	2	1	2	1	1	2	1		2	2		2	1	5698333.33333333	5698333.33333333	5698333.33333333	0	50002741	1282.22642508202
5000276	1	1	591	1	5	2				1	1		1	1	1	3	1	1	2										1	1	1	1	2	1	2	1	1	2	1		2	2		1	3	12743083.3333333	12743083.3333333	4247694.44444444	0	50002761	1221.27824362802
5000277	1	1	591	1	4	2						1	1	1	1	1	1	1	2										1	1	1	1	1	1	1	1	1	2	1		2	2		1	2	2310000	2310000	1155000	0	50002771	466.661912198761
5000279	1	1	591	1	2	1						1	1	1	1	1	2	1	1		1		1						2	1	1	2	2	2	2	1	1	2	1		2	2		2	2	161666.666666667	161666.666666667	80833.3333333333	0	50002791	740.098362673178
5000279	2	1	591	2	2	1						1	1	1	1	1	1	1	2										1	1	1	2	2	1	2	1	1	2	3		2	2		2	1	2817150	2817150	2817150	0	50002792	740.098362673178
5000279	3	1	591	3	2	1						1	1	1	1	1	2	1	2										1	1	1	2	2	2	2	1	1	2	5	1				2	1	333333.333333333	333333.333333333	333333.333333333	0	50002793	740.098362673178
5000281	1	1	591	1	4	3						1	2	1	1	1	1	1	2										1	1	1	2	2	2	2	1	1	6	3		4	2		1	5	1489450	1489450	297890	0	50002811	693.820119736896
5000282	1	1	591	1	6	4						1	1	1	1	2	1	1	2										1	1	2	1	2	2	2	1	2	6	1		2	2		1	4	4178900	4178900	1044725	0	50002821	592.039814269176
5000283	1	1	591	1	4	2				1	1		1	1	1	2	1	1	2										1	1	1	1	2	1	2	1	1	6	1		2	2		1	3	12889450	12889450	4296483.33333333	0	50002831	528.029652100457
5000285	1	1	591	1	3	1						1	1	1	1	1	1	1	1			1	1	1		1			1	1	1	1	1	2	2	1	1	1	3		2	2		1	1	3559166.66666667	3559166.66666667	3559166.66666667	0	50002851	657.792417223441
5000286	1	1	591	1	1	1						1	1	1	1	1	1	1	2										1	1	2	2	2	2	2	1	1	2	2		2	2		2	1	100000	100000	100000	0	50002861	645.00901358268
5000287	1	1	591	1	3	1						1	1	1	1	1	1	1	2										1	1	1	2	2	2	2	1	1	2	1		2	2		2	2	100000	100000	50000	0	50002871	692.998318193166
5000288	1	1	591	1	2	1				1	1		2	2	2	1	1	4	2										2	1	2	1	2	2	2	6		2	1		6	2		2	3	100000	100000	33333.3333333333	0	50002881	277.735881949409
5000289	1	1	591	1	1	1				1	1		2	2	1	1	1	4	2										2	1	2	2	1	2	2	2	2	2	1		6	2		2	1	20000	20000	20000	0	50002891	125.637516060033
5000291	1	1	591	1	4	3						1	1	1	1	1	1	1	2										1	1	1	1	1	2	2	1	2	1	1		2	2		2	3	2050000	2050000	683333.333333333	0	50002911	2643.24730721662
5000292	1	1	591	1	3	1				1	1		2	2	1	1	1	4	2										2	1	2	2	1	2	2	2	2	2	1		4	2		2	1	689450	689450	689450	0	50002921	125.637516060033
5000293	1	1	591	1	4	1				1	1		2	2	2	1	1	4	2										2	1	2	1	2	2	2	2	2	2	1		4	2		2	4	600000	600000	150000	0	50002931	361.091333594164
5000295	1	1	591	1	6	3						1	2	1	1	2	1	1	1		1	1	1						1	1	2	1	1	1	2	10		6	1		4	2		1	2	7705550	7705550	3852775	0	50002951	678.154746386976
5000296	1	1	591	1	3	1			1				2	1	1	1	1	1	2										1	1	2	1	1	2	1	1	2	6	1		4	1	6	2	2	1241666.66666667	1241666.66666667	620833.333333333	0	50002961	678.154746386976
5000298	1	1	591	1	3	2						1	2	1	1	1	1	1	1		1	1	1	1					2	1	2	1	2	2	2	1	2	6	1		4	2		2	4	2104458.33333333	2104458.33333333	526114.583333333	0	50002981	831.255448413964
5000299	1	1	591	1	3	1						1	2	1	1	1	1	1	1		1	1	1	1					1	1	2	1	1	1	2	1	2	6	1		4	2		2	1	141666.666666667	141666.666666667	141666.666666667	0	50002991	647.636068618014
5000300	1	1	591	1	3	2						1	2	1	1	1	1	1	2										1	1	1	2	2	2	2	1	2	6	1		4	2		2	2	464166.666666667	464166.666666667	232083.333333333	0	50003001	656.295334681764
5000301	1	1	591	1	2	1						1	2	1	1	1	1	1	1		1	1	1	1					1	1	1	1	1	2	2	1	2	6	1		4	1	6	2	1	750000	750000	750000	0	50003011	647.636068618014
5000302	1	1	591	1	4	3						1	2	1	1	2	1	1	1		1		1						1	1	1	1	1	2	2	1	2	4	1		4	1	6	2	4	5058700	5058700	1264675	0	50003021	831.255448413964
5000304	1	1	591	1	3	2						1	2	1	1	1	1	3	1		1	1	1	1					1	1	1	1	1	2	2	1	2	6	1		6	1	4	2	2	797333.333333333	797333.333333333	398666.666666667	0	50003041	685.954248315466
5000305	1	1	591	1	2	1						1	2	1	1	1	1	1	2										2	1	1	1	1	2	2	1	2	2	1		4	1	7	2	2	1133283.33333333	1133283.33333333	566641.666666667	0	50003051	559.820170661082
5000306	1	1	591	1	4	3						1	1	1	1	2	1	1	1		1	1	1	1					1	1	1	2	1	1	1	1	1	6	1		2	2		2	6	6507666.66666667	6507666.66666667	1084611.11111111	0	50003061	1249.26757932612
5000307	1	1	591	1	5	3						1	1	1	1	2	1	1	2										1	1	2	2	2	1	1	1	1	6	1		2	2		2	4	1200000	1200000	300000	0	50003071	879.490678921992
5000308	1	1	591	1	5	1						1	1	1	1	3	1	1	1				1						1	1	1	1	1	2	1	1	1	5	1		2	2		2	1	2291666.66666667	2291666.66666667	2291666.66666667	0	50003081	1043.82622084359
5000309	1	1	591	1	5	4		1					1	1	1	3	1	1	2										1	1	2	2	2	1	2	1	1	6	1		2	2		1	8	6897583.33333333	6897583.33333333	862197.916666667	0	50003091	813.741412542897
5000310	1	1	591	1	2	2				1	1		1	1	1	2	1	1	2										1	1	1	2	1	2	2	10		6	1		2	2		1	2	2092700	2092700	1046350	0	50003101	2343.62211575881
5000311	1	1	591	1	4	3						1	1	1	1	2	1	1	2										1	1	1	2	2	1	1	1	1	5	1		2	2		1	5	8644666.66666667	8644666.66666667	1728933.33333333	0	50003111	983.419498300599
5000312	1	1	591	1	2	1						1	2	1	2	2	2	1	2										1	2	2	2	1	2	2	2	2	6	4		4	2		2	4	1076800	1076800	269200	0	50003121	2515.60359539463
5000313	1	1	591	1	3	1						1	2	1	1	1	1	1	2										1	1	1	1	2	2	2	2	2	2	5	1				2	1	700000	700000	700000	0	50003131	2262.88209389181
5000314	1	1	591	1	5	2						1	1	1	1	2	2	1	2										1	1	2	2	2	2	2	2	2	2	1		2	2		2	6	1235000	1235000	205833.333333333	0	50003141	1661.8113722334
5000315	1	1	591	1	6	4				1	1		1	1	1	2	1	1	2										1	1	1	2	1	1	2	1	1	1	1		2	2		2	5	2750000	2750000	550000	0	50003151	1954.78618147562
5000316	1	1	591	1	4	4						1	2	1	1	1	1	1	1					1					1	1	1	1	1	2	2	1	1	6	1		4	2		2	8	2253166.66666667	2253166.66666667	281645.833333333	0	50003161	2641.75941544461
5000317	1	1	591	1	3	1				1	1		1	1	1	1	1	1	2										1	1	2	1	1	1	2	2	2	4	1		2	2		2	1	833333.333333333	833333.333333333	833333.333333333	0	50003171	1774.58723276621
5000318	1	1	591	1	1	1						1	1	1	1	1	1	1	1					1					1	1	2	2	1	1	2	1	1	6	1		2	2		2	1	450000	450000	450000	0	50003181	1713.3819078906
5000319	1	1	591	1	5	2						1	1	1	1	1	1	1	2										1	1	1	1	2	2	2	2	2	2	1		2	2		2	5	1705000	1705000	341000	0	50003191	2239.33319387027
5000320	1	1	591	1	2	2						1	2	1	1	1	1	1	2										1	1	1	2	2	2	2	1	1	2	1		4	2		2	2	100000	100000	50000	0	50003201	1753.5509181057
5000321	1	1	591	1	1	1						1	2	1	1	1	1	1	2										2	1	1	1	2	1	2	1	1	6	5	2				2	1	0	0	0	0	50003211	1713.3819078906
5000322	1	1	591	1	2	1						1	2	1	1	1	1	1	2										1	1	1	2	2	1	2	1	1	4	1		4	2		1	4	1045000	1045000	261250	0	50003221	2199.16418365516
5000323	1	1	591	1	2	1						1	2	1	1	1	1	1	2										1	1	1	2	2	1	2	1	1	4	1		4	2		2	1	41666.6666666667	41666.6666666667	41666.6666666667	0	50003231	1774.58723276621
5000324	1	1	591	1	4	3				1	1		1	1	1	1	1	1	2										1	1	1	1	1	1	1	1	1	4	1		4	2		1	8	2240500	2240500	280062.5	0	50003241	2101.97831618611
5000325	1	1	591	1	2	1						1	1	1	1	1	1	1	1		1		1						1	1	1	2	1	2	2	10		6	1		2	2		2	2	1492000	1492000	746000	0	50003251	2199.38630057154
5000326	1	1	591	1	1	1						1	1	1	1	1	1	1	1		1		1						1	1	2	2	2	2	2	2	2	6	2		2	2		2	1	600000	600000	600000	0	50003261	1774.58723276621
5000327	1	1	591	1	4	1						1	2	1	1	1	1	1	1		1		1						1	2	2	1	2	2	2	2	2	6	1		4	2		2	1	1050000	1050000	1050000	0	50003271	1774.58723276621
5000328	1	1	591	1	1	1						1	2	1	1	1	1	1	2										1	1	2	2	2	2	2	2	2	6	2		4	2		2	4	500000	500000	125000	0	50003281	2199.16418365516
5000330	1	1	591	1	2	2						1	2	1	1	1	1	1	2										1	1	2	2	2	2	2	2	2	6	4		4	2		2	3	430000	430000	143333.333333333	0	50003301	2138.91656290371
5000331	1	1	591	1	4	2					1		1	1	1	2	1	1	1			1	1	1					1	1	2	1	2	1	2	1	2	6	1		2	2		2	2	1650000	1650000	825000	0	50003311	907.378121490658
5000332	1	1	591	1	5	3						1	1	1	1	1	1	1	2										1	1	2	1	1	2	2	1	2	2	1		2	2		2	4	2673833.33333333	2673833.33333333	668458.333333333	0	50003321	996.498034489947
5000333	1	1	591	1	4	3						1	1	1	1	2	1	1	2										1	1	1	1	1	1	2	1	1	6	1		2	2		2	3	1653833.33333333	1653833.33333333	551277.777777778	0	50003331	730.010203088065
5000334	1	1	591	1	6	5						1	1	1	1	1	1	1	1				1	1					1	1	2	1	1	2	2	1	1	6	1		2	2		2	9	2202500	2202500	244722.222222222	0	50003341	988.535481466164
5000336	1	1	591	1	4	3				1	1		1	1	1	2	1	1	1		1			1					1	1	1	1	1	1	2	1	1	4	1		2	2		2	4	5078000	5078000	1269500	0	50003361	1154.24077192259
5000339	1	1	591	1	5	2				1	1		1	1	1	1	1	1	1		1		1	1					1	1	2	2	2	2	1	10		6	1		2	2		2	3	3660000	3660000	1220000	0	50003391	981.843455349545
5000340	1	1	591	1	1	1						1	1	1	1	1	1	1	1				1	1	1				1	1	2	2	2	2	2	1	1	5	5	2				2	1	1578000	1578000	1578000	0	50003401	1131.4410469459
5000342	1	1	591	1	4	2						1	1	1	1	2	1	1	2										1	1	1	1	2	1	2	2	2	6	1		2	2		2	2	3926666.66666667	3926666.66666667	1963333.33333333	0	50003421	1015.27845341892
5000343	1	1	591	1	2	1						1	2	1	1	1	1	1	2										1	1	1	1	2	1	2	2	2	6	1		4	2		2	2	1052000	1052000	526000	0	50003431	876.775459052852
5000344	1	1	591	1	2	1						1	2	1	1	1	2	1	2										1	1	2	2	2	2	2	10		6	5	2				2	1	1000000	1000000	1000000	0	50003441	1131.4410469459
5000345	1	1	591	1	2	2						1	2	1	1	1	1	1	2										1	1	2	2	2	2	2	2	2	6	4		4	2		2	5	1273666.66666667	1273666.66666667	254733.333333333	0	50003451	2092.67711273868
