DIRECTORIO	SECUENCIA_ENCUESTA	SECUENCIA_P	NRO_ENCUESTA	ORDEN	P5000	P5010	P5016	P5016S5	P5016S6	P5016S2	P5016S3	P5016S4	P5666	P8526	P5022	P5024	P5030	P5041	P5046	P5046S1	P5046S1A1	P5046S1A2	P5046S1A3	P5046S1A4	P5046S1A5	P5046S1A6	P5046S1A7	P5012	P5012S1	P5012S2	P5012S3	P5012S4	P5012S5	P5012S6	P5012S7	P8530	P5047	P5069	P764	P8534	P8536	P1698	P1698S1	P5305	CANT_PERSONAS_HOGAR	I_HOGAR	I_UGASTO	PERCAPITA	I_OU	LLAVEHOG	FEX_C
5022961	1	1	591	1	3	2						1	2	2	2	1	1	4	1		1			1					1	1	1	2	2	2	2	10		6	1		4	1	6	2	3	1146666.66666667	1146666.66666667	382222.222222222	0	50229611	675.629630467177
5022962	1	1	591	1	3	2						1	2	2	2	1	1	4	2										1	1	2	2	1	2	2	1	2	2	1		4	2		2	5	1080000	1080000	216000	0	50229621	913.96952679554
5022963	1	1	591	1	3	2						1	2	2	1	1	1	4	2										1	1	1	2	2	2	2	10		2	1		4	1	6	2	4	23591000	22800000	11400000	791000	50229631	625.973863674695
5022964	1	1	591	1	2	1						1	2	2	2	1	1	4	2										1	1	2	1	2	2	2	2	2	6	1		4	1	6	2	1	356666.666666667	356666.666666667	356666.666666667	0	50229641	780.383195879621
5022965	1	1	591	1	4	2						1	2	2	2	1	1	4	2										1	1	2	1	1	2	2	2	1	1	1		4	1	6	2	1	720000	720000	720000	0	50229651	1322.17553091396
5022966	1	1	591	1	4	1			1				2	2	1	2	1	1	1		1	1	1	1		1			1	1	1	2	1	2	2	2	1	2	1		4	2		2	1	1100000	1100000	1100000	0	50229661	717.646918059851
5022967	1	1	591	1	3	1				1	1		2	2	1	1	1	4	2										1	1	1	2	2	2	2	1	2	2	1		4	2		2	1	60833.3333333333	60833.3333333333	60833.3333333333	0	50229671	988.816071464198
5022968	1	1	591	1	5	3			1				2	2	2	1	1	4	1		1	1	1	1		1			1	1	1	1	1	1	2	2	1	6	1		6	1	4	2	7	1665000	1665000	237857.142857143	0	50229681	1211.37461046046
5022969	1	1	591	1	4	1				1	1		2	2	2	1	1	4	2										1	1	2	2	1	2	2	2	1	2	1		4	2		2	1	839000	839000	839000	0	50229691	1215.88368368828
5022970	1	1	591	1	4	3						1	2	2	2	1	1	4	2										1	1	1	1	1	2	2	2	1	2	1		4	1	6	2	4	1197873.33333333	1197873.33333333	299468.333333333	0	50229701	1035.50035045292
5022971	1	1	591	1	2	1						1	2	2	2	1	1	4	2										1	1	2	1	2	2	2	2	1	2	1		6	2		2	2	700000	700000	350000	0	50229711	625.973863674695
5022972	1	1	591	1	3	1						1	2	2	2	2	1	4	2										1	1	2	2	2	2	2	2	2	4	1		4	2		2	1	183333.333333333	183333.333333333	183333.333333333	0	50229721	780.383195879621
5022973	1	1	591	1	2	1						1	2	2	2	1	1	4	2										1	1	1	1	1	2	2	5		2	1		1	1	4	2	5	365000	365000	73000	0	50229731	1896.32832691429
5022974	1	1	591	1	1	1						1	2	6				5	1		1	1	1	1					1	1	2	1	1	2	2	4		3	1		6	1	4	2	2	250000	250000	125000	0	50229741	953.632862079122
5022975	1	1	591	1	3	2							2	2	2	1	1	4	2										2	2	2	2	2	2	2	2	1	2	1		6	2		2	3	1032000	1032000	344000	0	50229751	1217.42196550151
5022976	1	1	591	1	2	1						1	2	2	2	1	1	4	1		1		1	1					1	1	1	1	1	2	2	5		2	1		4	1	6	2	2	2647333.33333333	2647333.33333333	1323666.66666667	0	50229761	625.973863674695
5022977	1	1	591	1	3	2						1	2	2	2	1	1	4	2										2	1	2	2	2	2	2	2	1	4	1		6	2		2	2	298333.333333333	298333.333333333	149166.666666667	0	50229771	1245.43176999503
5022978	1	1	591	1	4	3						1	2	2	1	2	1	4	2										1	1	1	2	1	2	2	2	1	4	1		1	2		2	4	1298333.33333333	1298333.33333333	324583.333333333	0	50229781	1004.75259304413
5022979	1	1	591	1	3	2						1	2	2	2	1	1	4	2										1	1	2	1	1	2	2	2	2	4	1		4	2		2	5	1349833.33333333	1349833.33333333	269966.666666667	0	50229791	1534.46319596806
5022980	1	1	591	1	2	2							2	2	2	1	2	4	1		1	1	1			1			2	2	2	2	1	1	2	6		2	1		6	2		2	7	1580000	1580000	225714.285714286	0	50229801	2033.12614127095
5022981	1	1	591	1	3	1						1	2	2	2	1	1	4	2										1	1	1	1	1	2	2	2	1	2	1		4	1	6	2	2	943666.666666667	943666.666666667	471833.333333333	0	50229811	625.973863674695
5022982	1	1	591	1	4	2						1	2	2	2	1	1	4	2										1	1	2	1	1	2	2	2	1	4	1		4	1	6	2	3	1547833.33333333	1547833.33333333	515944.444444444	0	50229821	625.973863674695
5022983	1	1	591	1	1	1							2	2	2	1	2	4	2										2	2	2	2	1	1	2	6		2	1		6	2		2	3	5300000	5300000	1766666.66666667	0	50229831	1189.61880609839
5022984	1	1	591	1	4	2				1	1		2	2	2	1	1	4	2										1	1	2	2	2	2	2	2	2	2	1		4	1	6	2	3	220000	220000	73333.3333333333	0	50229841	575.65080389232
5022985	1	1	591	1	2	2			1				2	2	1	1	1	3	1		1	1	1	1		1			1	1	1	2	1	2	2	2	1	2	3		4	1	6	2	3	1990000	1990000	663333.333333333	0	50229851	1290.95529635435
5022986	1	1	591	1	2	2					1		2	2	2	1	1	6	1		1	1	1	1	1	1			1	1	2	1	2	2	2	2	2	2	1		4	1	6	2	3	1320000	1320000	440000	0	50229861	948.147560123088
5022987	1	1	591	1	3	3						1	2	2	2	1	1	4	2										1	2	2	2	2	2	2	2	2	2	1		4	1	6	2	4	807500	807500	201875	0	50229871	1355.53737225799
5022988	1	1	591	1	3	1					1		2	2	1	1	1	4	1		1	1				1			1	1	1	2	1	1	2	6		6	1		4	1	6	2	2	890000	890000	445000	0	50229881	883.565484219447
5022989	1	1	591	1	3	1						1	1	1	1	1	1	1	2										1	1	2	2	2	2	2	2	2	2	1		2	2		2	2	1220000	1220000	610000	0	50229891	788.885186144674
5022990	1	1	591	1	2	2			1				2	1	1	1	1	1	1		1	1	1	1		1			1	1	1	1	1	2	2	1	1	6	1		4	2		2	3	910000	910000	303333.333333333	0	50229901	779.940544726127
5022991	1	1	591	1	1	1			1				2	1	1	1	1	1	1		1	1	1	1		1			1	1	1	1	1	2	2	1	1	2	1		4	2		2	3	866909.583333333	866909.583333333	288969.861111111	0	50229911	655.362637175127
5022993	1	1	591	1	4	1						1	1	1	1	2	1	1	1		1	1	1	1					1	1	1	2	2	1	1	1	1	6	1		2	2		1	2	4025000	4025000	2012500	0	50229931	875.189443312522
5022994	1	1	591	1	3	2					1		1	1	1	2	1	1	1		1	1	1	1	1				1	1	1	1	1	1	1	1	1	4	1		2	2		2	4	13461666.6666667	13461666.6666667	3365416.66666667	0	50229941	968.203005241338
5022995	1	1	591	1	3	1						1	1	1	1	1	1	1	2										1	1	1	1	1	1	2	1	1	4	1		2	2		1	2	3250000	3250000	1625000	0	50229951	875.189443312522
5022996	1	1	591	1	4	1						1	1	1	1	2	1	1	2										1	1	1	1	2	1	1	1	1	6	1		2	2		2	1	2383333.33333333	2383333.33333333	2383333.33333333	0	50229961	837.103000818689
5022997	1	1	591	1	4	2						1	1	1	1	2	1	1	1			1	1	1					1	1	1	2	2	1	2	1	1	6	1		2	2		2	2	291666.666666667	291666.666666667	145833.333333333	0	50229971	727.511255956712
5022998	1	1	591	1	4	1						1	1	1	1	2	1	1	1		1	1	1	1		1			1	1	1	1	1	1	1	1	1	4	1		2	2		1	2	583333.333333333	583333.333333333	291666.666666667	0	50229981	875.189443312522
5022999	1	1	591	1	3	1						1	1	1	1	2	1	1	1		1	1	1	1		1			1	1	1	1	2	2	2	1	1	6	1		2	2		2	2	1200000	1200000	600000	0	50229991	875.189443312522
5023000	1	1	591	1	4	1						1	1	1	1	2	1	1	1			1	1	1		1			1	1	1	2	2	1	2	1	1	4	1		2	2		1	1	1666666.66666667	1666666.66666667	1666666.66666667	0	50230001	837.103000818689
5023001	1	1	591	1	4	2						1	1	1	1	2	1	1	2										1	1	1	1	1	2	1	1	1	4	1		2	2		1	4	3812500	3812500	953125	0	50230011	755.674510791278
5023009	1	1	591	1	4	2						1	2	2	2	1	1	4	2										1	1	2	1	2	2	2	2	1	2	1		4	2		2	4	1850000	1850000	462500	0	50230091	1898.34116660975
5023010	1	1	591	1	4	1						1	2	2	2	1	1	4	2										1	1	2	1	2	1	2	2	1	2	1		4	2		2	1	1039540	1039540	1039540	0	50230101	1322.17553091396
5023011	1	1	591	1	3	1						1	2	2	2	1	1	4	2										1	2	2	1	2	2	2	2	1	2	1		4	2		2	3	750000	750000	250000	0	50230111	1983.75350060266
5023012	1	1	591	1	2	1						1	2	2	2	1	1	1	2										2	1	2	2	2	2	2	5		2	2		4	2		2	2	350000	350000	175000	0	50230121	1307.85171289124
5023013	1	1	591	1	4	2						1	2	2	2	1	1	4	1		1		1	1					2	2	2	2	2	2	2	5		2	1		4	2		2	5	2161666.66666667	2161666.66666667	432333.333333333	0	50230131	791.463280941789
5023014	1	1	591	1	3	2						1	2	2	1	1	1	4	2										1	1	1	1	1	2	2	5		2	1		4	1	7	2	6	700000	700000	116666.666666667	0	50230141	2112.39399640749
5023015	1	1	591	1	3	2						1	2	2	2	1	1	4	2										1	1	2	1	1	2	2	5		2	1		4	1	6	2	5	674000	674000	134800	0	50230151	1893.81962021588
5023016	1	1	591	1	3	1						1	2	2	2	1	1	4	2										2	1	2	1	1	2	2	5		2	1		4	1	6	2	1	300000	300000	300000	0	50230161	988.816071464198
5023017	1	1	591	1	2	1						1	2	2	2	1	1	1	2										1	1	1	2	2	2	2	2	1	2	1		4	2		2	4	1330000	1330000	332500	0	50230171	1076.63991744529
5023018	1	1	591	1	3	1						1	2	2	2	1	1	1	2										1	1	1	1	1	2	2	5		2	1		1	1	6	2	1	1250000	1250000	1250000	0	50230181	988.816071464198
5023019	1	1	591	1	2	2						1	2	2	1	1	1	1	1		1	1	1	1		1			2	1	1	1	1	2	2	2	1	1	1		4	1	6	2	6	1379500	1379500	229916.666666667	0	50230191	1644.78411347897
5023020	1	1	591	1	2	2						1	2	2	2	1	1	1	2										1	1	2	2	2	2	2	2	1	2	1		4	1	6	2	6	718333.333333333	718333.333333333	119722.222222222	0	50230201	1462.0589666614
5023021	1	1	591	1	7	1				1	1		2	2	1	3	1	4	1		1	1	1			1			1	1	1	1	1	1	1	2	1	2	1		3	2		2	4	648000	648000	162000	0	50230211	1505.58642835515
5023022	1	1	591	1	3	1						1	2	2	2	1	1	1	2										1	1	1	2	2	2	2	2	1	2	1		4	1	6	2	2	500000	500000	250000	0	50230221	575.65080389232
5023023	1	1	591	1	6	2						1	2	2	1	3	1	1	1		1	1	1	1		1			1	1	1	2	2	1	2	2	1	1	1		4	2		2	2	3149416.66666667	3149416.66666667	1574708.33333333	0	50230231	667.345461914165
5023024	1	1	591	1	3	2						1	2	2	1	1	1	1	1		1	1	1	1	1	1	1		1	1	2	1	2	2	2	2	1	2	1		4	1	6	2	2	266666.666666667	266666.666666667	133333.333333333	0	50230241	973.905610753044
5023025	1	1	591	1	1	1						1	2	2	1	1	1	1	1		1	1	1	1		1			1	1	1	2	2	2	2	2	1	4	1		4	2		2	2	12500	12500	6250	0	50230251	577.005335380569
5023026	1	1	591	1	4	2						1	2	2	1	2	1	1	1		1	1	1	1		1			1	1	1	1	1	1	1	2	2	6	1		4	1	6	2	2	3900000	3900000	1950000	0	50230261	667.345461914165
5023027	1	1	591	1	5	3						1	2	2	1	1	1	4	1		1	1	1	1		1			1	1	1	1	1	2	2	2	2	6	1		4	1	6	2	4	720000	720000	180000	0	50230271	990.087078622858
5023028	1	1	591	1	4	1						1	2	2	1	3	1	5	1		1	1	1	1		1			1	1	1	2	2	2	2	2	1	2	1		4	2		2	1	566666.666666667	566666.666666667	566666.666666667	0	50230281	909.323534849403
5023029	1	1	591	1	1	1						1	2	2	1	1	1	1	1		1		1	1		1			1	1	2	2	1	1	2	2	2	2	3		4	1	6	2	2	116666.666666667	116666.666666667	58333.3333333333	0	50230291	575.65080389232
5023030	1	1	591	1	4	2						1	2	2	1	1	1	1	1		1	1	1	1	1				1	1	2	1	2	2	2	2	2	1	1		4	1	6	2	6	450000	450000	75000	0	50230301	1797.14019725168
5023031	1	1	591	1	5	4						1	2	2	2	1	1	1	1		1	1	1	1		1			1	1	1	1	1	2	2	6		2	1		4	1	6	2	5	2040000	2040000	408000	0	50230311	669.090157855959
5023032	1	1	591	1	3	1						1	2	2	2	1	1	6	1		1	1	1	1	1	1			2	1	1	2	2	2	2	2	2	2	1		4	2		2	2	1058333.33333333	1058333.33333333	529166.666666667	0	50230321	575.65080389232
5023033	1	1	591	1	4	1			1				2	2	1	2	1	3	1		1	1	1	1		1			1	1	1	2	1	1	2	2	1	6	3		4	1	6	2	1	400000	400000	400000	0	50230331	1215.88368368828
5023034	1	1	591	1	5	3			1				2	2	1	2	1	4	1		1		1	1		1			1	1	1	1	1	1	1	2	2	2	1		4	2		2	5	1547500	1547500	309500	0	50230341	1411.10519713525
5023035	1	1	591	1	3	1						1	2	1	1	2	1	1	1		1	1	1	1	1	1			1	1	1	1	2	2	2	1	1	2	1		4	2		2	4	895000	895000	223750	0	50230351	880.065485943312
5023036	1	1	591	1	5	3						1	2	1	1	2	1	1	2										1	1	1	1	1	2	2	1	1	6	1		4	2		2	3	3105000	3105000	1035000	0	50230361	880.472701756248
5023037	1	1	591	1	4	2		1					2	2	1	2	1	4	1			1	1	1					1	1	1	1	2	1	1	2	1	6	3		4	2		2	3	3600000	3600000	1200000	0	50230371	575.65080389232
5023038	1	1	591	1	3	2						1	2	2	1	1	1	5	1		1		1						2	1	1	2	1	2	1	2	1	2	1		4	1	6	2	3	1733333.33333333	1733333.33333333	577777.777777778	0	50230381	575.65080389232
5023039	1	1	591	1	3	1			1				1	1	1	2	1	1	1				1	1		1			1	1	1	1	2	2	2	1	1	4	1		2	2		2	1	958333.333333333	958333.333333333	958333.333333333	0	50230391	837.103000818689
5023040	1	1	591	1	4	3				1	1		1	1	1	2	1	1	2										1	1	1	1	1	1	1	1	1	6	1		4	1	2	2	3	4367500	4367500	1455833.33333333	0	50230401	1008.96334665751
5023041	1	1	591	1	5	2			1				1	1	1	3	1	1	1		1	1	1	1	1	1			1	1	2	2	2	1	2	1	1	6	1		2	2		2	4	3350000	3350000	837500	0	50230411	1088.95003412997
5023042	1	1	591	1	3	2			1				1	1	1	1	1	1	1		1	1	1	1		1			1	1	1	2	2	2	2	1	1	4	1		2	2		2	4	1238841.66666667	1238841.66666667	309710.416666667	0	50230421	1037.38317476853
5023043	1	1	591	1	3	2						1	1	1	1	3	1	1	1		1	1	1	1	1	1			1	1	2	2	2	1	2	1	1	2	1		2	2		2	3	520000	520000	173333.333333333	0	50230431	727.059490621413
5023044	1	1	591	1	4	2			1				1	1	1	2	1	1	1			1	1	1					1	1	1	1	1	1	2	1	1	6	1		2	2		1	3	2318500	2318500	772833.333333333	0	50230441	819.384914323082
5023045	1	1	591	1	3	2						1	1	1	1	2	1	1	1		1	1	1	1	1	1			1	1	1	2	2	2	2	1	1	2	1		2	2		2	4	1150000	1150000	287500	0	50230451	858.613037455297
5023046	1	1	591	1	3	1						1	1	1	1	2	1	1	1		1	1	1	1		1			1	1	1	1	2	1	2	1	1	2	1		2	2		2	2	760200	760200	380100	0	50230461	836.65123548339
5023047	1	1	591	1	4	1			1				1	1	1	3	1	1	1		1	1	1	1		1			1	1	1	2	2	1	1	1	1	2	1		2	2		2	4	1770000	1770000	442500	0	50230471	1037.38317476853
5023048	1	1	591	1	5	2			1				1	1	1	3	1	1	1		1	1	1	1	1	1			1	1	1	2	2	1	2	1	1	4	3		2	2		1	3	2966666.66666667	2966666.66666667	988888.888888889	0	50230481	995.934695125212
5023049	1	1	591	1	5	1			1				1	1	1	3	1	1	1		1	1	1	1		1			1	1	1	2	2	1	1	1	1	6	1		2	2		1	2	1404416.66666667	1404416.66666667	702208.333333333	0	50230491	727.511255956712
5023050	1	1	591	1	5	3						1	1	1	1	3	1	1	1		1	1	1	1	1	1			1	1	2	1	1	1	2	1	1	1	1		2	2		2	3	1550000	1550000	516666.666666667	0	50230501	968.204782317275
5023051	1	1	591	1	4	1			1				1	1	1	2	1	1	2										1	1	1	1	2	1	1	1	1	1	3		2	2		2	1	1417658.33333333	1417658.33333333	1417658.33333333	0	50230511	808.231407372369
5023052	1	1	591	1	4	1						1	1	1	1	2	1	1	1		1	1	1	1		1			1	1	1	1	1	1	1	1	1	4	1		2	2		2	1	2900000	2900000	2900000	0	50230521	1067.43999749336
5023053	1	1	591	1	4	2		1					1	1	1	2	1	1	1		1	1	1	1		1			1	1	2	2	2	1	1	1	1	6	1		2	2		2	2	1658333.33333333	1658333.33333333	829166.666666667	0	50230531	875.189443312522
5023054	1	1	591	1	6	2						1	2	1	1	3	1	1	2										1	1	1	2	2	2	2	1	2	4	1		4	2		2	3	2791500	2791500	930500	0	50230541	847.109197089965
5023056	1	1	591	1	3	1						1	1	1	1	1	1	1	2										1	1	2	1	1	2	2	1	1	1	1		1	2		2	1	4216666.66666667	4216666.66666667	4216666.66666667	0	50230561	1472.96101953911
5023057	1	1	591	1	4	3						1	1	1	1	1	1	1	2										1	1	2	1	1	2	2	1	1	1	1		1	2		2	6	1080000	1080000	180000	0	50230571	1418.34221972812
5023058	1	1	591	1	5	4						1	1	1	1	2	1	1	1			1	1	1		1			1	1	2	1	2	1	2	1	1	2	1		2	2		2	8	7791666.66666667	7791666.66666667	973958.333333333	0	50230581	725.516787134731
5023059	1	1	591	1	2	1						1	1	1	1	1	2	1	2										1	1	2	1	2	2	1	1	1	2	1		2	2		2	1	400000	400000	400000	0	50230591	793.657775590825
5023059	2	1	591	2	2	1						1	1	1	1	1	1	1	1		1		1	1					1	1	2	2	2	1	2	1	1	2	1		2	2		1	1	86666.6666666667	86666.6666666667	86666.6666666667	0	50230592	793.657775590825
5023060	1	1	591	1	4	1			1				1	1	1	3	1	1	2										1	1	2	2	2	1	1	1	1	6	1		2	2		1	2	3722783.33333333	3722783.33333333	1861391.66666667	0	50230601	485.946922381939
5023061	1	1	591	1	4	3						1	1	1	1	2	1	1	2										1	1	2	2	2	2	2	1	1	1	1		2	2		1	4	2869250	2869250	717312.5	0	50230611	585.179768185109
5023062	1	1	591	1	4	3						1	1	1	1	3	1	1	2										1	1	2	2	2	2	2	1	1	1	1		2	2		2	4	1190000	1190000	297500	0	50230621	682.979228067489
5023064	1	1	591	1	4	3			1	1	1		1	1	1	2	2	1	2										1	1	2	1	2	1	1	1	1	1	1		1	2		2	3	366666.666666667	366666.666666667	122222.222222222	0	50230641	661.225473432326
5023064	2	1	591	2	2	1						1	1	1	1	1	2	1	1		1		1	1					1	1	2	2	2	1	1	1	1	2	1		2	2		2	1	208333.333333333	208333.333333333	208333.333333333	0	50230642	661.225473432326
5023065	1	1	591	1	4	2						1	1	1	1	2	1	1	1		1		1	1					1	1	1	1	2	1	1	1	1	6	1		2	2		2	3	910785.416666667	910785.416666667	303595.138888889	0	50230651	627.735638306016
5023066	1	1	591	1	5	1						1	1	1	1	3	1	1	1		1	1	1				1		1	1	1	1	2	1	1	1	1	4	1		2	2		1	1	3000000	3000000	3000000	0	50230661	559.149598901508
5023067	1	1	591	1	4	1			1	1	1		1	1	1	1	1	1	1		1		1	1	1				1	1	1	1	1	2	2	1	1	6	1		1	2		2	2	800000	800000	400000	0	50230671	568.39059072476
5023071	1	1	591	1	4	1						1	1	1	1	1	1	1	2										1	1	2	1	2	1	2	1	1	1	1		2	2		2	1	1687500	1687500	1687500	0	50230711	559.149598901508
5023072	1	1	591	1	4	3			1				1	1	1	3	1	1	2										1	1	1	2	2	2	2	1	1	4	1		2	2		2	4	3700000	3700000	925000	0	50230721	634.953937808828
5023073	1	1	591	1	4	3						1	1	1	1	2	1	1	2										1	1	1	2	2	2	2	1	1	6	1		2	2		2	3	700000	700000	233333.333333333	0	50230731	612.275581926486
5023074	1	1	591	1	4	3						1	1	1	1	2	1	1	2										1	1	1	2	2	1	2	1	1	6	1		2	2		2	2	2490077.08333333	2090077.08333333	2090077.08333333	400000	50230741	466.661912198761
5023075	1	1	591	1	2	1						1	1	1	1	2	1	1	2										1	1	1	1	2	2	2	1	1	6	1		2	2		2	1	66666.6666666667	66666.6666666667	66666.6666666667	0	50230751	539.86458871833
5023077	1	1	591	1	5	4						1	1	1	1	3	1	1	2										1	1	1	2	2	2	2	1	1	2	1		2	2		2	3	4290795.83333333	3790795.83333333	1895397.91666667	500000	50230771	690.450858528617
5023080	1	1	591	1	4	2						1	1	1	1	2	1	1	1		1	1	1	1					1	1	1	2	2	2	2	1	1	6	1		2	2		2	3	1199450	1199450	399816.666666667	0	50230801	671.210563024372
5023081	1	1	591	1	3	2						1	1	1	1	1	1	1	1		1	1	1	1					1	1	1	2	2	1	1	1	1	2	1		2	2		2	3	4094850	4094850	1364950	0	50230811	627.735638306016
5023085	1	1	591	1	4	3						1	1	1	1	2	1	1	1		1	1	1	1		1			1	1	2	2	2	2	2	1	1	4	1		2	2		2	3	6107700	6107700	2035900	0	50230851	701.170088888078
5023086	1	1	591	1	3	2						1	1	1	1	2	1	1	2										1	1	1	2	2	1	1	1	1	2	1		2	2		2	3	800000	800000	266666.666666667	0	50230861	652.459087147985
5023087	1	1	591	1	3	1						1	1	1	1	2	1	1	2										1	1	1	1	2	1	1	1	1	2	1		2	2		2	1	3136000	3136000	3136000	0	50230871	559.149598901508
5023088	1	1	591	1	4	2						1	1	1	1	2	1	1	1		1	1	1	1	1	1			1	1	1	1	2	2	2	1	1	2	1		2	2		2	2	2199583.33333333	2199583.33333333	1099791.66666667	0	50230881	552.521326879933
5023089	1	1	591	1	5	2						1	2	3	1	1	1	4	1		1	1	1	1					1	1	1	2	2	2	2	2	2	2	1		4	1	7	2	2	422000	422000	211000	0	50230891	38.0324115294039
5023090	1	1	591	1	3	2				1	1		2	3	1	1	1	4	1		1	1	1	1					1	1	2	2	1	2	1	2	2	2	1		6	1	5	2	5	1000000	1000000	200000	0	50230901	61.5000425383388
5023093	1	1	591	1	4	3			1				2	2	1	3	1	4	2										1	1	2	1	1	1	1	2	2	6	1		4	2		2	4	7281666.66666667	7281666.66666667	1820416.66666667	0	50230931	53.5582737725938
5023094	1	1	591	1	2	1				1	1		2	2	2	1	1	4	1		1		1	1					1	1	2	2	2	1	2	2	2	2	1		6	1	4	2	2	2319166.66666667	2319166.66666667	1159583.33333333	0	50230941	22.7443846132564
5023095	1	1	591	1	4	3						1	2	3	1	1	1	4	1		1	1	1	1					1	1	1	2	1	2	2	2	1	2	1		6	1	4	2	4	460000	460000	115000	0	50230951	53.5582737725938
5023096	1	1	591	1	3	2				1	1		2	2	2	1	1	5	2										1	1	2	2	2	2	2	2	2	2	1		5	1	6	2	5	700000	700000	140000	0	50230961	55.6626468546313
5023100	1	1	591	1	4	3						1	2	2	1	1	1	4	1		1	1	1	1					1	1	1	1	1	2	2	2	2	2	1		6	1	4	2	4	1879450	1879450	469862.5	0	50231001	30.6696867098127
5023102	1	1	591	1	5	4						1	1	1	1	2	1	1	2										1	1	1	2	2	2	2	1	1	6	1		2	2		2	4	4312500	4312500	1078125	0	50231021	727.372825341758
5023103	1	1	591	1	5	2						1	2	3	1	1	1	4	1		1		1	1					2	1	2	2	2	2	2	2	2	2	1		6	1	4	2	3	415500	415500	138500	0	50231031	28.1180016195758
5023104	1	1	591	1	3	2						1	1	1	1	1	1	1	2										1	1	1	2	2	2	2	1	1	2	1		2	1	1	2	3	1866666.66666667	1866666.66666667	622222.222222222	0	50231041	673.945082072481
5023105	1	1	591	1	4	2						1	2	2	1	1	1	4	1		1		1	1					1	1	2	1	1	1	2	2	2	4	1		5	1	6	2	3	2143833.33333333	2143833.33333333	714611.111111111	0	50231051	56.9351367181698
5023112	1	1	591	1	4	3						1	1	1	1	3	1	1	2										1	1	1	2	2	2	2	1	1	6	1		2	2		2	4	4500000	4500000	1125000	0	50231121	692.92833201136
5023118	1	1	591	1	4	2			1	1	1		2	2	1	2	1	4	1		1		1	1					1	1	1	2	1	1	2	2	2	6	3		4	1	6	2	3	5210000	5210000	1736666.66666667	0	50231181	28.1180016195758
5023119	1	1	591	1	2	1						1	1	1	1	1	1	2	2										1	1	2	1	2	1	1	1	1	2	1		2	2		2	2	3303990.41666667	3303990.41666667	1651995.20833333	0	50231191	620.517338803204
5023120	1	1	591	1	3	1				1	1		2	3	2	1	1	4	1		1		1	1					1	1	1	2	1	2	2	2	2	2	1		4	1	6	2	1	538333.333333333	538333.333333333	538333.333333333	0	50231201	32.3586339229618
5023121	1	1	591	1	4	3						1	2	2	1	1	1	4	1		1	1	1	1					1	1	1	2	2	2	2	2	2	2	1		7	1	4	2	3	1146850	1146850	382283.333333333	0	50231211	47.8037009173008
5023122	1	1	591	1	3	2						1	2	2	1	1	1	4	1		1	1	1	1					1	1	1	2	2	2	2	2	2	2	1		4	2		2	4	2752233.33333333	2752233.33333333	688058.333333333	0	50231221	53.6494261246992
5023124	1	1	591	1	4	1			1	1	1		2	2	1	1	1	4	1		1		1	1					1	1	1	2	1	2	2	2	2	2	1		4	1	6	2	1	290000	290000	290000	0	50231241	35.9280384473664
5023125	1	1	591	1	4	3			1				2	2	1	1	1	6	1		1	1	1	1					1	1	1	1	2	2	2	2	2	2	1		7	1	4	2	4	580000	580000	145000	0	50231251	26.6529701772088
5023128	1	1	591	1	4	3			1				2	2	1	1	1	4	1		1	1	1	1					1	1	1	1	1	2	2	2	2	2	1		7	2		2	3	3208333.33333333	3208333.33333333	1069444.44444444	0	50231281	66.6884090761447
5023129	1	1	591	1	4	2				1	1		2	2	1	1	1	4	1		1		1	1					1	1	2	1	2	1	1	2	2	6	1		4	2		2	3	743450	743450	247816.666666667	0	50231291	59.5599571305901
5023130	1	1	591	1	4	2				1	1		2	2	1	7	1	4	1		1		1	1					1	1	2	2	1	2	2	2	2	6	3		4	2		2	2	1445000	1445000	722500	0	50231301	45.2520158270639
5023131	1	1	591	1	1	1							2	6				4	2										2	2	2	1	1	2	2	6		2	1		6	1	4	2	2	293333.333333333	293333.333333333	146666.666666667	0	50231311	45.2520158270639
5023132	1	1	591	1	5	2			1	1	1		2	2	1	1	1	4	1		1	1	1	1		1			1	1	2	1	1	2	2	2	2	2	1		5	1	4	2	4	940000	940000	235000	0	50231321	72.0965097815748
5023135	1	1	591	1	5	2						1	2	2	2	1	1	5	1		1		1	1					1	1	1	1	2	1	2	2	1	2	3		6	1	4	2	4	1382150	1382150	345537.5	0	50231351	59.3956694563013
5023136	1	1	591	1	6	3						1	2	2	1	1	1	4	1		1	1	1	1					1	1	1	2	2	2	2	2	2	1	1		7	1	4	2	4	1525500	1525500	381375	0	50231361	30.2223747016133
5023137	1	1	591	1	4	3						1	2	3	1	1	1	4	1		1	1	1	1					1	1	1	2	2	2	2	2	2	2	1		7	1	4	2	7	1146000	1146000	163714.285714286	0	50231371	31.3270453794052
5023138	1	1	591	1	2	1						1	2	2	1	1	1	4	1		1		1	1	1				1	1	2	1	1	1	2	2	2	2	1		6	1	5	2	1	150000	150000	150000	0	50231381	28.3547550190246
5023140	1	1	591	1	4	2						1	2	2	1	1	1	4	1		1	1	1	1					1	1	1	2	1	2	2	2	2	2	1		7	1	4	2	2	1106666.66666667	1106666.66666667	553333.333333333	0	50231401	38.4797235376033
5023141	1	1	591	1	3	2				1	1		2	2	1	1	1	4	1		1		1	1					1	1	1	2	1	1	2	2	2	2	1		6	1	4	2	3	1092150	1092150	364050	0	50231411	37.0146920952362
